State,Transitions,Percentage Transitions
1,2,0.00784313725490196
2,27,0.10588235294117647
458,1,0.00392156862745098
10,37,0.1450980392156863
5,36,0.1411764705882353
6,36,0.1411764705882353
7,36,0.1411764705882353
8,36,0.1411764705882353
9,36,0.1411764705882353
11,36,0.1411764705882353
12,36,0.1411764705882353
13,36,0.1411764705882353
14,36,0.1411764705882353
15,36,0.1411764705882353
16,36,0.1411764705882353
